location,lat,lon
"Montgomery, PA",41.17,-76.88
"Montgomery, TX",30.3,-95.65
"Montgomery, VT",44.91,-72.62
"Montgomery, WV",38.18,-81.31
"Montgomeryville, PA",40.23,-75.25
"Monticello, AR",33.58,-91.85
"Monticello, FL",30.55,-83.84
"Monticello, GA",33.36,-83.85
"Monticello, IA",42.22,-91.31
"Monticello, IL",40.09,-88.32
"Monticello, IN",40.76,-86.75
"Monticello, KY",36.78,-84.96
"Monticello, ME",46.23,-67.88
"Monticello, MN",45.34,-93.76
"Monticello, MO",40.05,-91.6
"Monticello, MS",31.72,-90.24
"Monticello, NM",33.35,-107.65
"Monticello, NY",41.66,-74.74
"Monticello, UT",37.87,-109.34
"Monticello, WI",42.82,-89.64
"Montier, MO",36.73,-91.7
"Montmorenci, IN",40.46,-87.07
"Montmorenci, SC",33.53,-81.69
"Montmurat, France",44.6,2.22
"Montoliu de Lleida, Spain",41.56,0.53
"Montour Falls, NY",42.34,-76.84
"Montour, IA",41.99,-92.57
"Montoursville, PA",41.25,-76.92
"Montpelier Station, VA",38.14,-78.18
"Montpelier, IA",41.55,-90.64
"Montpelier, ID",42.32,-111.3
"Montpelier, IN",40.61,-85.28
"Montpelier, MD",39.05,-76.83
"Montpelier, MS",33.84,-88.74
"Montpelier, OH",41.52,-84.61
"Montpelier, VA",37.79,-77.66
"Montpelier, VT",44.26,-72.57
"Montreal, MO",38.0,-92.75
"Montreal, WI",46.46,-90.18
"Montreat, NC",35.63,-82.3
"Montrose, AL",30.56,-87.9
"Montrose, AR",33.64,-91.4
"Montrose, CA",34.23,-118.23
"Montrose, CO",38.48,-107.84
"Montrose, GA",32.64,-83.01
"Montrose, IA",40.58,-91.36
"Montrose, IL",39.17,-88.33
"Montrose, MI",43.15,-83.95
"Montrose, MN",45.04,-93.99
"Montrose, MO",38.14,-94.03
"Montrose, NY",41.25,-73.9
"Montrose, PA",41.76,-75.9
"Montrose, SD",43.61,-97.17
"Montrose, WV",39.09,-79.68
"Montross, VA",38.14125,-76.73625
"Montumana, Australia",-41.0,145.73
"Montvale, NJ",41.05,-74.02
"Montvale, VA",37.38,-79.81
"Montverde, FL",28.6,-81.67
"Montville, CT",41.46,-72.16
"Montville, NJ",40.92,-74.38
"Montville, OH",41.59,-81.05
"Monument Beach, MA",41.73,-70.62
"Monument Valley, UT",37.0,-110.16
"Monument, CO",39.08,-104.87
"Monument, KS",39.27,-101.07
"Monument, NM",32.69,-103.22
"Moodlu, Australia",-27.08,152.93
"Moodus, CT",41.51,-72.44
"Moody, AL",33.59,-86.49
"Moody, ME",43.29,-70.64
"Moody, MO",36.4,-91.99
"Moody, TX",31.33,-97.27
"Moodys, OK",35.97,-94.97
"Mooers Forks, NY",44.99,-73.49
"Mooers, NY",44.99,-73.49
"Mooga, Australia",-26.54,148.78
"Moogara, Australia",-43.01,147.09
"Mooirivier, South Africa",-29.26,29.99
"Mooloolah, Australia",-26.73,152.95
"Moon, VA",37.47,-76.3
"Moona Plains, Australia",-30.98,151.6
"Moonachie, NJ",40.86,-74.08
"Moonan Brook, Australia",-32.17,151.61
"Moondarra, Australia",-38.09,146.18
"Mooneba, Australia",-31.02,152.68
"Moonee Ponds, Australia",-37.77,144.92
"Moorabool, Australia",-38.08,144.33
"Moorcroft, WY",44.35,-104.8
"Moore Haven, FL",26.83,-81.1
"Moore, MT",47.03,-109.55
"Moore, SC",34.78,-82.01
"Moore, TX",29.23,-99.06
"Moorebank, Australia",-33.93,150.95
"Moorefield, KY",38.23,-83.77
"Moorefield, NE",40.92,-100.17
"Moorefield, WV",39.15,-78.89
"Mooreland, IN",40.09,-85.31
"Mooreland, OK",36.43,-99.19
"Moores Hill, IN",39.18,-85.09
"Mooresboro, NC",35.24,-81.67
"Mooresburg, TN",36.4,-83.23
"Moorestown, NJ",39.97,-74.94
"Mooresville, AL",34.58,-86.94
"Mooresville, IN",39.66,-86.37
"Mooresville, MO",39.82,-93.6
"Mooresville, NC",35.58,-80.83
"Mooreton, ND",46.15,-97.03
"Mooreville, MS",34.29,-88.66
"Moorhead, MN",46.89,-96.75
"Moorhead, MS",33.52,-90.42
"Moorilim, Australia",-36.43,145.4
"Moorina, Australia",-27.18,152.83
"Mooringsport, LA",32.61,-93.88
"Moorland, IA",42.46,-94.2
"Moorlands, Australia",-27.57,153.28
"Moorna, Australia",-34.09,142.02
"Moorooka, Australia",-27.52,153.02
"Moorpark, CA",34.29,-118.87
"Moorwatha, Australia",-36.12,146.85
"Moos, Austria",47.53,14.34
"Moosbach, Austria",47.22,14.57
"Moose Heights, British Columbia",53.03,-122.52
"Moose Lake, MN",46.4,-92.74
"Moose Pass, AK",60.64,-149.5
"Moose, WY",43.61,-110.75
"Mooseheart, IL",41.82,-88.31
"Moosheim, Austria",47.45,13.9
"Moosic, PA",41.34,-75.76
"Mooslandl, Austria",47.55,14.76
"Moosup, CT",41.71,-71.88
"Mooyabil, Australia",-28.55,153.5
"Moppin, Australia",-29.04,149.94
"Mora, LA",31.27,-92.68
"Mora, MN",45.87,-93.29
"Mora, MO",38.66,-93.22
"Mora, NM",35.98,-105.35
"Moraga, CA",37.83,-122.13
"Moran, KS",37.9,-95.41
"Moran, MI",45.86,-84.64
"Moran, TX",32.63,-99.14
"Moran, WY",43.62,-110.62
"Morana, Spain",42.62,-8.64
"Moranbah, Australia",-22.0,148.06
"Morann, PA",40.79,-78.37
"Morant Bay, Jamaica",17.93,-76.78
"Morattico, VA",37.68,-76.62
"Moravia, IA",40.83,-92.74
"Moravia, NY",42.79,-76.44
"Moravian Falls, NC",36.15,-81.2
"Morden, Manitoba",49.2,-98.11
"Morea, PA",40.78,-76.23
"Moreauville, LA",31.03,-91.93
"Morehead City, NC",34.72,-76.73
"Morehead, KY",38.19,-83.46
"Morehouse, MO",36.89,-89.6
"Moreland, GA",33.3,-84.75
"Moreland, ID",43.22,-112.34
"Morella, Australia",-23.43,144.28
"Morenci, AZ",32.93,-109.2
"Morenci, MI",41.74,-84.23
"Moreno Valley, CA",33.91,-117.24
"Moretown, VT",44.27,-72.75
"Morgan City, LA",29.7,-91.18
"Morgan City, MS",33.45,-90.26
"Morgan Hill, CA",37.13,-121.65
"Morgan Mill, TX",32.4,-98.19
"Morgan, GA",31.5,-84.86
"Morgan, MN",44.49,-94.93
"Morgan, PA",40.34,-80.12
"Morgan, TX",32.06,-97.55
"Morgan, UT",41.03,-111.7
"Morgan, VT",44.86,-72.07
"Morganbury, Australia",-17.2,145.45
"Morganfield, KY",37.79,-87.66
"Morgans, Jamaica",18.41,-77.08
"Morganton, GA",34.85,-84.3
"Morganton, NC",35.73,-81.69
"Morgantown, IN",39.35,-86.27
"Morgantown, KY",37.37,-86.85
"Morgantown, PA",40.15,-75.89
"Morgantown, WV",39.61,-80.05
"Morganville, KS",39.39,-97.12
"Morganville, NJ",40.37,-74.23
"Morganza, LA",30.53,-91.41
"Morganza, MD",38.4,-76.66
"Moriah Center, NY",44.05,-73.51
"Moriah, NY",44.05,-73.51
"Moriarty, NM",35.01,-106.06
"Moriches, NY",40.79,-72.8
"Morioka, Japan",39.69,141.15
"Morland, KS",39.35,-100.08
"Morley, IA",42.06,-91.19
"Morley, MI",43.4,-85.4
"Morley, MO",37.05,-89.55
"Mormon Lake, AZ",34.95,-111.62
"Morning Sun, IA",41.07,-91.39
"Morning View, KY",38.9,-84.5
"Mornington Peninsula, Australia",-36.99,144.06
"Moro, AR",34.77,-90.77
"Moro, IL",38.92,-90.06
"Moro, OR",45.49,-120.73
"Morocco, IN",41.02,-87.45
"Moron, Argentina",-34.66,-58.59
"Morongo Valley, CA",34.05,-116.6
"Moroni, UT",39.48,-111.49
"Mororo, Australia",-29.5,153.24
"Morovis, PR",18.33,-66.3
"Morozovka, Ukraine",48.05,33.22
"Morral, OH",40.67,-83.26
"Morrell Park, MD",39.24,-76.65
"Morrice, MI",42.77,-84.32
"Morrill, KS",39.91,-95.57
"Morrill, ME",44.45,-69.01
"Morrill, NE",42.02,-103.92
"Morrilton, AR",35.16,-92.83
"Morrin, Alberta",51.43,-112.67
"Morris Chapel, TN",35.29,-88.23
"Morris Plains, NJ",40.82,-74.49
"Morris, AL",33.75,-86.79
"Morris, CT",41.64,-73.19
"Morris, GA",32.01,-85.09
"Morris, IL",41.38,-88.43
"Morris, IN",39.29,-85.23
"Morris, MN",45.57,-95.97
"Morris, NY",42.47,-75.22
"Morris, OK",35.67,-95.95
"Morris, PA",41.55,-77.29
"Morrisdale, PA",40.97,-78.31
"Morrison, CO",39.65,-105.17
"Morrison, IA",42.36,-92.78
"Morrison, IL",41.82,-89.98
"Morrison, MO",38.61,-91.55
"Morrison, OK",36.19,-97.05
"Morrison, TN",35.57,-85.84
"Morrisonville, IL",39.42,-89.46
"Morrisonville, NY",44.69,-73.54
"Morrisonville, WI",43.34,-89.38
"Morriston, FL",29.23,-82.48
"Morristown, AZ",33.85,-112.6
"Morristown, IN",39.7,-85.76
"Morristown, MN",44.32,-93.31
"Morristown, NJ",40.8,-74.49
"Morristown, NY",44.58,-75.7
"Morristown, OH",40.08,-81.06
"Morristown, TN",36.21,-83.3
"Morrisville, MO",37.6,-93.35
"Morrisville, NC",35.83,-78.84
"Morrisville, NY",42.9,-75.62
"Morrisville, VT",44.57,-72.59
"Morro Bay, CA",35.38,-120.85
"Morrow, AR",35.87,-94.49
"Morrow, GA",33.61,-84.35
"Morrow, LA",30.94,-91.97
"Morrow, OH",39.39,-84.14
"Morrowville, KS",39.82,-97.06
"Morse Bluff, NE",41.43,-96.8
"Morse Mill, MO",38.23,-90.62
"Morse, LA",30.3,-92.43
"Morse, TX",36.02,-101.83
"Mortdale, Australia",-33.98,151.08
"Mortendorf, Austria",47.4,15.03
"Mortlake, Australia",-33.85,151.13
"Morton Grove, IL",42.04,-87.78
"Morton, IL",40.61,-89.47
"Morton, MN",44.58,-95.04
"Morton, MS",32.26,-89.68
"Morton, NY",43.35,-78.02
"Morton, PA",39.92,-75.32
"Morton, TX",33.73,-102.74
"Morton, WA",46.55,-122.47
"Mortons Creek, Australia",-31.41,152.66
"Mortons Gap, KY",37.32,-87.52
"Morven, Australia",-26.4,146.27
"Morven, GA",30.85,-83.3
"Morven, NC",34.8,-80.15
"Morvin, AL",31.93,-88.02
"Morwell Bridge, Australia",-38.23,146.39
"Mosby, MO",39.31,-94.28
"Mosca, CO",37.73,-105.87
"Moscow Mills, MO",38.96,-90.94
"Moscow, AR",34.24,-91.76
"Moscow, IA",41.59,-91.02
"Moscow, ID",46.74,-116.99
"Moscow, KS",37.18,-101.35
"Moscow, ME",44.97,-69.88
"Moscow, MI",42.02,-84.46
"Moscow, OH",38.93,-84.29
"Moscow, PA",41.34,-75.54
"Moscow, TN",35.1,-89.43
"Moscow, TX",30.88,-94.99
"Moscow, VT",44.43,-72.69
"Moseley, VA",37.44,-77.72
"Moselle, MS",31.47,-89.34
"Mosern, Austria",47.6,13.74
"Moses Lake, WA",47.13,-119.27
"Moshannon, PA",40.96,-78.14
"Mosheim, TN",36.18,-82.93
"Mosherville, PA",41.98,-76.87
"Mosier, OR",45.67,-121.4
"Mosinee, WI",44.83,-89.75
"Mosjoen, Norway",65.87,13.21
"Mosman Park, Australia",-20.07,146.28
"Mosquero, NM",35.18,-103.6
"Moss Beach, CA",37.53,-122.51
"Moss Landing, CA",36.79,-121.79
"Moss Point, MS",30.56,-88.55
"Moss Town, Bahamas",23.52,-75.83
"Moss, MS",31.76,-89.11
"Moss, Norway",59.43,10.65
"Moss, TN",36.55,-85.5
"Moss-side, United Kingdom",55.13,-6.56
"Mossville, IL",40.84,-89.55
"Mossy Head, FL",30.76,-86.37
"Mossyrock, WA",46.55,-122.49
"Mostaganem, Algeria",35.88,0.12
"Mostishche, Ukraine",50.6,30.2
"Moti, Swaziland",-26.72,30.91
"Motley, Australia",-27.42,151.73
"Motley, MN",46.38,-94.81
"Motschlach, Austria",47.39,15.1
"Mott, ND",46.4,-101.85
"Motto Farm, Australia",-32.75,151.76
"Mottram, Australia",-31.87,152.69
"Mottville, NY",42.95,-76.43
"Motu, India",17.67,80.88
"Moulton, AL",34.48,-87.29
"Moulton, IA",40.68,-92.86
"Moulton, TX",29.57,-97.15
"Moultonborough, NH",43.74,-71.39
"Moultrie, GA",31.17,-83.77
"Mound Bayou, MS",33.7,-90.75
"Mound City, IL",37.06,-89.22
"Mound City, KS",38.08,-94.77
"Mound City, MO",39.99,-95.14
"Mound City, SD",45.53,-100.31
"Mound Valley, KS",37.25,-95.54
"Mound, MN",44.94,-93.67
"Mound, TX",31.34,-97.57
"Moundridge, KS",38.25,-97.5
"Mounds, IL",37.06,-89.22
"Mounds, OK",35.95,-96.02
"Moundsville, WV",39.94,-80.69
"Moundville, AL",33.11,-87.57
"Moundville, MO",37.84,-94.35
"Mount Aberdeen, Australia",-20.02,148.19
"Mount Aetna, PA",40.45,-76.34
"Mount Airy, GA",34.54,-83.48
"Mount Airy, LA",30.06,-90.7
"Mount Airy, MD",39.39,-77.13
"Mount Airy, NC",36.52,-80.59
"Mount Alto, WV",38.8,-81.74
"Mount Angel, OR",45.06,-122.79
"Mount Annan, Australia",-34.05,150.77
"Mount Arlington, NJ",40.93,-74.64
"Mount Auburn, IA",42.19,-92.06
"Mount Auburn, IL",39.85,-89.35
"Mount Aukum, CA",38.57,-120.72
"Mount Ayr, IA",40.85,-94.08
"Mount Ayr, IN",40.95,-87.18
"Mount Benson, Australia",-37.16,139.76
"Mount Berry, GA",34.26,-85.21
"Mount Berryman, Australia",-27.7,152.22
"Mount Bethel, PA",40.9,-75.13
"Mount Blanchard, OH",40.87,-83.66
"Mount Braddock, PA",40.0,-79.69
"Mount Calm, TX",31.84,-96.8
"Mount Calvary, WI",43.86,-88.28
"Mount Carbon, WV",38.18,-81.31
"Mount Carmel, IL",38.37,-87.77
"Mount Carmel, PA",40.79,-76.47
"Mount Carmel, SC",33.89,-82.43
"Mount Carmel, TN",36.54,-82.69
"Mount Carmel, UT",37.14,-112.45
"Mount Carmel, VA",36.85,-81.47
"Mount Carroll, IL",42.18,-89.85
"Mount Christian, Australia",-21.63,149.26
"Mount Clare, WV",39.17,-80.37
"Mount Clemens, MI",42.58,-82.9
"Mount Cole, Australia",-37.23,143.2
"Mount Cooper, Australia",-36.72,148.86
"Mount Cory, OH",40.89,-83.89
"Mount Costigan, Australia",-34.37,149.38
"Mount Crawford, VA",38.36,-78.94
"Mount Croghan, SC",34.81,-80.16
"Mount Crosby, Australia",-27.53,152.82
"Mount Debatable, Australia",-25.59,151.58
"Mount Desert, ME",44.32,-68.41
"Mount Direction, Australia",-41.29,146.97
"Mount Dora, FL",28.81,-81.63
"Mount Drysdale, Australia",-31.54,145.79
"Mount Dutton, Australia",-27.56,135.45
"Mount Eaton, OH",40.71,-81.65
"Mount Eden, KY",37.98,-84.98
"Mount Emlyn, Australia",-27.42,151.73
"Mount Enterprise, TX",31.93,-94.67
"Mount Erie, IL",38.6,-88.14
"Mount Fairy, Australia",-35.25,149.44
"Mount Freedom, NJ",40.83,-74.58
"Mount Frome, Australia",-32.6,149.58
"Mount Gay, WV",37.89,-81.99
"Mount Gilead, NC",35.25,-80.08
"Mount Gilead, OH",40.55,-82.82
"Mount Glorious, Australia",-27.32,152.8
"Mount Gretna, PA",40.26,-76.48
"Mount Gwynne, Australia",-35.99,146.0
"Mount Hamilton, CA",37.38,-121.74
"Mount Hermon, CA",37.05,-122.05
"Mount Hermon, KY",36.9,-85.88
"Mount Hermon, LA",31.15,-90.44
"Mount Hermon, MA",42.67,-72.48
"Mount Holly Springs, PA",40.12,-77.24
"Mount Holly, AR",33.41,-93.07
"Mount Holly, NC",35.31,-81.02
"Mount Holly, NJ",39.97,-74.78
"Mount Holly, SC",33.01,-80.01
"Mount Holly, VA",38.13,-76.71
"Mount Holly, VT",43.45,-72.82
"Mount Hood Parkdale, OR",45.51,-121.57
"Mount Hope, AL",34.41,-87.39
"Mount Hope, KS",37.85,-97.68
"Mount Hope, OH",40.55,-81.71
"Mount Hope, WI",43.02,-90.94
"Mount Hope, WV",37.99,-81.15
"Mount Horeb, WI",43.0,-89.72
"Mount Horrible, Australia",-33.12,149.65
"Mount Hutton, Australia",-32.98,151.66
"Mount Ida, AR",34.55,-93.58
"Mount Irvine, Australia",-33.54,150.64
"Mount Jackson, VA",38.73,-78.66
"Mount Jewett, PA",41.7,-78.64
"Mount Joy, PA",40.11,-76.49
"Mount Juliet, TN",36.17,-86.46
"Mount Kilcoy, Australia",-26.94,152.59
"Mount Kisco, NY",41.2,-73.75
"Mount Kuring-Gai, Australia",-33.66,151.13
"Mount Kynoch, Australia",-27.52,151.95
"Mount Laguna, CA",32.83,-116.4
"Mount Larcom, Australia",-23.87,151.22
"Mount Laurel, NJ",39.95,-74.88
"Mount Lemmon, AZ",32.44,-110.78
"Mount Liberty, OH",40.34,-82.63
"Mount Lookout, WV",38.04,-80.92
"Mount Low, Australia",-19.26,146.7
"Mount Marion, NY",42.05,-73.96
"Mount McDonald, Australia",-33.86,148.96
"Mount McIntyre, Australia",-37.75,140.79
"Mount Meigs, AL",32.36,-86.08
"Mount Mellum, Australia",-26.83,152.94
"Mount Mitchell, Australia",-30.12,152.01
"Mount Moornapa, Australia",-37.75,147.14
"Mount Morris, IL",42.12,-89.58
"Mount Morris, MI",43.11,-83.63
"Mount Morris, NY",42.79,-77.81
"Mount Morris, PA",39.61,-80.05
"Mount Mourne, NC",35.56,-80.86
"Mount Nebo, WV",38.3,-80.84
"Mount Nicholas, Australia",-41.59,148.21
"Mount Olive, AL",33.75,-86.79
"Mount Olive, IL",39.02,-89.78
"Mount Olive, MS",31.75,-89.52
"Mount Olive, NC",35.34,-77.96
"Mount Olive, WV",38.19,-81.3
"Mount Olivet, KY",38.7,-84.05
"Mount Orab, OH",39.03,-83.94
"Mount Penn, PA",40.35,-75.9
"Mount Perry, OH",39.81,-82.23
"Mount Pleasant Airport, Falkland Islands",-51.82,-58.45
"Mount Pleasant Mills, PA",40.78,-76.94
"Mount Pleasant, AR",36.08,-91.78
"Mount Pleasant, FL",30.59,-84.73
"Mount Pleasant, GA",32.98,-83.12
"Mount Pleasant, IA",40.97,-91.53
"Mount Pleasant, MI",43.59,-84.76
"Mount Pleasant, MS",35.03,-89.53
"Mount Pleasant, NC",35.43,-80.45
"Mount Pleasant, OH",40.09,-80.75
"Mount Pleasant, PA",40.17,-79.53
"Mount Pleasant, SC",32.84,-79.84
"Mount Pleasant, TN",35.54,-87.22
"Mount Pleasant, TX",33.09,-94.9
"Mount Pleasant, UT",39.48,-111.49
"Mount Plymouth, FL",28.79,-81.54
"Mount Pocono, PA",41.13,-75.35
"Mount Prospect, IL",42.07,-87.95
"Mount Pulaski, IL",40.0,-89.29
"Mount Rainier, MD",38.94,-76.97
"Mount Rankin, Australia",-33.3,149.45
"Mount Riverview, Australia",-33.73,150.63
"Mount Roskill, New Zealand",-36.89,174.75
"Mount Royal, NJ",39.79,-75.25
"Mount Saint Francis, IN",38.34,-85.89
"Mount Saint Joseph, OH",39.11,-84.66
"Mount Savage, MD",39.7,-78.88
"Mount Schank, Australia",-38.05,140.7
"Mount Seymour, Australia",-41.53,147.2
"Mount Shasta, CA",41.31,-122.31
"Mount Sherman, KY",37.45,-85.51
"Mount Sidney, VA",38.21,-79.01
"Mount Sinai, NY",40.94,-73.04
"Mount Snow, VT",42.94,-72.87
"Mount Solon, VA",38.37,-79.09
"Mount Sterling, IA",40.63,-91.6
"Mount Sterling, IL",39.86,-90.76
"Mount Sterling, KY",38.06,-83.95
"Mount Sterling, OH",39.6,-83.31
"Mount Sterling, WI",43.42,-90.86
"Mount Storm, WV",39.15,-79.43
"Mount Summit, IN",39.95,-85.44
"Mount Sunapee, NH",43.34,-72.06
"Mount Tabor, NJ",40.87,-74.47
"Mount Tremper, NY",42.02,-74.27
"Mount Ulla, NC",35.63,-80.75
"Mount Union, PA",40.39,-77.94
"Mount Upton, NY",42.42,-75.4
"Mount Vernon, AL",31.15,-88.0
"Mount Vernon, AR",35.21,-92.0
"Mount Vernon, GA",32.17,-82.59
"Mount Vernon, IA",41.92,-91.41
"Mount Vernon, IL",38.26,-88.87
"Mount Vernon, IN",37.94,-87.89
"Mount Vernon, KY",37.31,-84.39
"Mount Vernon, ME",44.54,-69.89
"Mount Vernon, MO",37.16,-93.72
"Mount Vernon, NY",40.91,-73.86
"Mount Vernon, OH",40.33,-82.46
"Mount Vernon, OR",44.4,-118.97
"Mount Vernon, SD",43.65,-98.39
"Mount Vernon, TX",33.22,-95.23
"Mount Vernon, VA",38.71,-77.09
"Mount Vernon, WA",48.43,-122.32
"Mount Victoria, MD",38.27,-76.85
"Mount Victory, OH",40.48,-83.35
"Mount View, Australia",-32.86,151.32
"Mount Vision, NY",42.54,-75.08
"Mount Washington, KY",38.07,-85.56
"Mount Washington, NH",44.21,-71.2
"Mount William, Australia",-40.99,148.35
"Mount Wilson, CA",34.23,-118.07
"Mount Wolf, PA",40.05,-76.69
"Mount Zion, GA",33.65,-85.14
"Mount Zion, IL",39.79,-88.85
"Mountain Cabin, Saskatchewan",53.97,-101.1
"Mountain Center, CA",33.74,-116.71
"Mountain City, GA",34.92,-83.42
"Mountain City, TN",36.51,-81.8
"Mountain Creek, Australia",-36.05,147.0
"Mountain Dale, NY",41.71,-74.55
"Mountain Grove, MO",37.31,-92.07
"Mountain Home Air Force Base, ID",43.04,-115.87
"Mountain Home, AR",36.35,-92.4
"Mountain Home, ID",43.13,-115.71
"Mountain Home, NC",35.36,-82.51
"Mountain Home, TN",36.31,-82.36
"Mountain Home, TX",30.26,-99.33
"Mountain Home, UT",40.21,-110.62
"Mountain Iron, MN",47.46,-92.63
"Mountain Lake, MN",43.91,-95.11
"Mountain Lakes, NJ",40.9,-74.43
"Mountain Park, OK",34.5,-99.14
"Mountain Pine, AR",34.53,-93.16
"Mountain Ranch, CA",38.21,-120.54
"Mountain Rest, SC",34.79,-83.09
"Mountain Top, PA",41.18,-75.87
"Mountain View, AR",35.85,-92.07
"Mountain View, CA",37.41,-122.06
"Mountain View, HI",19.53,-155.1
"Mountain View, MO",36.88,-91.9
"Mountain View, OK",35.14,-98.6
"Mountain View, WY",41.32,-110.33
"Mountain, ND",48.62,-97.71
"Mountain, WI",45.17,-88.44
"Mountainair, NM",34.53,-106.32
"Mountainburg, AR",35.5,-94.22
"Mountainhome, PA",41.21,-75.25
"Mountainside, NJ",40.68,-74.35
"Mountainville, NY",41.41,-74.08
"Mountlake Terrace, WA",47.78,-122.33
"Mountville, GA",33.14,-85.02
"Mountville, PA",40.05,-76.44
"Mountville, SC",34.42,-81.98
"Moutampa, Congo",-4.25,15.25
"Mouth Of Wilson, VA",36.6,-81.36
"Mouzie, Australia",-38.31,141.47
"Moville, IA",42.49,-96.06
"Mowbray Park, Australia",-34.16,150.61
"Moweaqua, IL",39.5,-88.84
"Mowrystown, OH",38.99,-83.88
"Moxahala, OH",39.74,-82.21
"Moxam's Landing, Ontario",46.44,-80.99
"Moxee, WA",46.57,-120.4
"Moyers, OK",34.03,-95.54
"Moyie Springs, ID",48.73,-116.14
"Moylan, PA",39.9,-75.4
"Moyne, Australia",-38.32,142.33
"Moyock, NC",36.54,-76.18
"Moyston, Australia",-37.29,142.94
"Mozart, WV",40.02,-80.73
"Mozelle, KY",36.86,-83.36
"Mozyr', Belarus",52.04,29.19
"Mphakane, South Africa",-23.84,29.46
"Muang Phonthong, Lao Peoples Republic",15.13,105.78
"Mud River, British Columbia",53.89,-122.81
"Muddy, IL",37.74,-88.54
"Mueller Ranges, Australia",-18.23,127.66
"Muenster, TX",33.65,-97.37
"Mugga Downs, Australia",-32.23,148.7
"Muggenthal, Austria",47.34,15.83
"Mugoto, Zambia",-15.77,27.92
"Muhlberg, Germany",51.46,13.3
"Muhlbreiten, Austria",47.04,16.08
"Muhlenberg Park, PA",40.39,-75.94
"Muhlenberg, PA",40.39,-75.94
"Muhlreith, Austria",47.6,13.74
"Muhltroff, Germany",50.47,11.93
"Muikaichi, Japan",34.2,131.92
"Muir, MI",42.99,-85.07
"Muir, PA",40.59,-76.53
"Muize, Lithuania",55.7,21.14
"Mujingzi, China",38.47,106.2
"Mukilteo, WA",47.95,-122.3
"Mukwonago, WI",42.86,-88.33
"Mulberry Grove, IL",38.99,-89.17
"Mulberry, AR",35.5,-93.94
"Mulberry, FL",27.91,-81.99
"Mulberry, IN",40.34,-86.66
"Mulberry, KS",37.55,-94.71
"Mulberry, TN",35.28,-86.38
"Muldoon, TX",29.79,-97.02
"Muldraugh, KY",37.87,-86.02
"Muldrow, OK",35.42,-94.51
"Mule Creek, NM",33.31,-108.88
"Muleshoe, TX",34.26,-102.77
"Mulga Park, Australia",-26.26,132.18
"Mulga, AL",33.59,-87.0
"Mulhall, OK",35.85,-97.42
"Muli Muli, Australia",-28.45,152.76
"Mulino, OR",45.23,-122.58
"Mulkeytown, IL",37.95,-89.12
"Mullan, ID",47.65,-115.91
"Mullaquana, Australia",-33.06,137.54
"Mullen, NE",41.96,-100.57
"Mullengandra, Australia",-36.05,147.0
"Mullens, WV",37.6,-81.56
"Mullett Lake, MI",45.58,-84.46
"Mullica Hill, NJ",39.72,-75.22
"Mulliken, MI",42.76,-84.9
"Mullin, TX",31.47,-98.62
"Mullingar, Ireland",53.41,-7.29
"Mullins, SC",34.18,-79.33
"Mullinville, KS",37.55,-99.64
"Mulvane, KS",37.48,-97.24
"Mumbannar, Australia",-37.88,140.83
"Mumblin, Australia",-38.49,142.97
"Mumford, NY",43.0,-77.85
"Mumford, TX",30.64,-96.47
"Munchehofe, Germany",52.24,13.82
"Munchhausen, France",48.89,8.2
"Muncie, IL",40.12,-87.85
"Muncie, IN",40.21,-85.42
"Muncy Valley, PA",41.26,-76.7
"Muncy, PA",41.17,-76.88
"Munda, Solomon Islands",-8.33,157.26
"Mundal, Norway",61.19,6.84
"Mundare, Alberta",53.58,-112.46
"Mundarlo, Australia",-35.19,148.16
"Munday, TX",33.41,-99.4
"Mundelein, IL",42.25,-88.01
"Munden, KS",39.81,-97.63
"Munderoo, Australia",-36.01,147.96
"Mundowey, Australia",-31.03,150.96
"Munds Park, AZ",34.95,-111.64
"Munford, AL",33.53,-85.96
"Munford, TN",35.45,-89.82
"Munfordville, KY",37.28,-85.9
"Mungallala, Australia",-26.49,147.98
"Mungar Junction, Australia",-25.61,152.54
"Mungarere, Australia",-35.79,150.23
"Munger, MI",43.46,-83.68
"Mungery, Australia",-32.2,148.57
"Mungindi, Australia",-29.06,149.36
"Munising, MI",46.43,-86.62
"Munith, MI",42.39,-84.25
"Munmurra, Australia",-32.37,149.71
"Munnsville, NY",42.99,-75.58
"Munroe Falls, OH",41.13,-81.45
"Munsey Park, NY",40.83,-73.7
"Munshir Hat, Bangladesh",22.48,91.43
"Munson, PA",40.96,-78.14
"Munsonville, NH",43.05,-72.22
"Munster, IN",41.57,-87.51
"Murakami, Japan",38.12,139.42
"Muralinagar, India",17.72,83.3
"Murchison, TX",32.35,-95.81
"Murdo, SD",43.89,-100.71
"Murdock, FL",27.03,-82.15
"Murdock, IL",39.91,-88.14
"Murdock, KS",37.72,-97.83
"Murdock, MN",45.31,-95.6
"Murdock, NE",40.87,-96.33
"Murdunna, Australia",-42.87,147.83
"Murehe, Burundi",-1.97,30.13
"Muren, Mongolia",49.63,100.17
"Murfreesboro, AR",33.95,-93.85
"Murfreesboro, NC",36.38,-77.19
"Murfreesboro, TN",35.81,-86.37
"Murjek, Sweden",65.88,20.15
"Murmungee, Australia",-36.38,146.7
"Muroto, Japan",33.25,134.18
"Murotsu, Japan",34.34,134.88
"Murphy, ID",43.18,-116.63
"Murphy, NC",35.08,-84.03
"Murphy, OR",42.4,-123.35
