user_id,from_loc,to_loc
1922648105.0,"Manhattan, KS","Wichita, KS"
3312064627.0,"Berkeley, CA","Merced, CA"
3595011275.0,"Denton, TX","Kyle, TX"
2002060635.0,"Columbia, MO","Lee's Summit, MO"
1963929102.0,"Colorado Springs, CO","Aurora, CO"
3282887017.0,"Miami, FL","San Francisco, CA"
2947587243.0,"San Francisco, CA","Chicago, IL"
1057856399.0,"South Bend, IN","San Rafael, CA"
4372207179.0,"Santa Ana, CA","Irving, TX"
3462609575.0,"The Villages, FL","Cottage Grove, MN"
3563288627.0,"Irving, TX","Birmingham, AL"
2188147633.0,"Boston, MA","Pittsburgh, PA"
1310884326.0,"New York, NY","Lisle, IL"
3810838295.0,"Bowling Green, OH","Columbus, OH"
4758657919.0,"Beaumont, TX","Houston, TX"
4378928793.0,"Edwardsville, IL","Chicago, IL"
2938008179.0,"Ithaca, NY","Hempstead, NY"
3985627909.0,"Oswego, NY","Valley Stream, NY"
3387238823.0,"Grand Junction, CO","Littleton, CO"
175809793.0,"College Station, TX","Kyle, TX"
3963124067.0,"Sierra Vista, AZ","Seal Beach, CA"
4830517561.0,"Houston, TX","Wichita, KS"
2734309856.0,"Lubbock, TX","McAllen, TX"
3079921714.0,"Fort Worth, TX","Knoxville, TN"
197290535.0,"Fairbanks, AK","Denver, CO"
722870579.0,"Urbana, IL","Chicago, IL"
1115122054.0,"Cockeysville, MD","Fremont, CA"
4771107724.0,"Urbana, IL","Deerfield, IL"
1469977873.0,"Sunnyvale, CA","San Diego, CA"
3566491175.0,"Hollywood, FL","Punta Gorda, FL"
3166917340.0,"Tucson, AZ","Oceanside, CA"
3513837111.0,"Ames, IA","Duluth, MN"
165104861.0,"Cleveland, OH","Santa Monica, CA"
1161569355.0,"Shelton, CT","Broken Arrow, OK"
1983340759.0,"Mesa, AZ","Memphis, TN"
737387431.0,"Hempstead, NY","Wilmington, MA"
1251879094.0,"Austin, TX","Houston, TX"
3528618974.0,"Atascadero, CA","Los Angeles, CA"
733195058.0,"Las Vegas, NV","Herndon, VA"
4838247911.0,"Federal Way, WA","Scottsdale, AZ"
4673551762.0,"New Orleans, LA","Visalia, CA"
2978539820.0,"Glendale, AZ","Denver, CO"
3220097042.0,"Anaheim, CA","Las Vegas, NV"
3566789485.0,"Ithaca, NY","New City, NY"
1076792976.0,"Phoenix, AZ","Doral, FL"
253716109.0,"Jupiter, FL","Miami, FL"
3088379604.0,"Charleston, SC","Seattle, WA"
4403257755.0,"El Paso, TX","Phoenix, AZ"
1690432774.0,"Lawrence, KS","Wichita, KS"
3936412064.0,"Claremont, CA","Springville, UT"
1236003425.0,"Plano, TX","Little Rock, AR"
1841091123.0,"Troy, AL","Mobile, AL"
1860768042.0,"San Diego, CA","Evanston, IL"
4054854305.0,"Houston, TX","Pittsburgh, PA"
750372368.0,"Redondo Beach, CA","San Francisco, CA"
5006409477.0,"Arlington, TX","San Juan, TX"
675387539.0,"Long Beach, CA","Richmond, VA"
656426619.0,"Los Angeles, CA","Honolulu, HI"
1327864125.0,"Albany, CA","Hilo, HI"
1614253843.0,"Carbondale, IL","Oak Lawn, IL"
1182690097.0,"San Antonio, TX","University Park, TX"
641102400.0,"Orlando, FL","Naples, FL"
1052616455.0,"Lynchburg, VA","Chesapeake, VA"
3541717599.0,"Charleston, WV","Fairmont, WV"
3547028898.0,"Greenville, SC","Hoffman Estates, IL"
1001730763.0,"Simi Valley, CA","Newington, CT"
43412806.0,"Arlington, VA","Ann Arbor, MI"
1069792777.0,"Sunrise, FL","Bellevue, NE"
423393052.0,"Lake Oswego, OR","Orange, CA"
4347988440.0,"Warren, MI","Indianapolis, IN"
2126134743.0,"Carlisle, PA","Madison, WI"
3220961989.0,"Greenville, SC","Fort Worth, TX"
2168072436.0,"Fort Worth, TX","Amarillo, TX"
4394208302.0,"Chicago, IL","Burnsville, MN"
2303769279.0,"Wisconsin Rapids, WI","Aurora, IL"
3919593203.0,"Spokane, WA","Boulder, CO"
1470143701.0,"Iowa City, IA","Arlington Heights, IL"
3473437202.0,"Quincy, IL","Bloomington, IL"
4338943134.0,"Chicopee, MA","Everett, MA"
738567749.0,"Houston, TX","Dallas, TX"
1210217847.0,"Virginia Beach, VA","Palm Coast, FL"
3270397158.0,"Naples, FL","Park Ridge, IL"
1804688286.0,"Calabasas, CA","San Diego, CA"
3793572893.0,"Riverside, CA","Salt Lake City, UT"
4031340477.0,"Stillwater, OK","Arlington, TX"
4013780850.0,"Colorado Springs, CO","Chino Hills, CA"
1581168053.0,"Naples, FL","Saratoga Springs, NY"
1838697224.0,"Garland, TX","Edmond, OK"
1124167208.0,"San Diego, CA","Anaheim, CA"
4077217463.0,"Los Angeles, CA","Fallbrook, CA"
2153500300.0,"Sacramento, CA","San Rafael, CA"
3835679382.0,"Plymouth, MN","Kansas City, MO"
733538612.0,"New York, NY","Westerly, RI"
3026930752.0,"Tooele, UT","Indianapolis, IN"
3807368932.0,"Amarillo, TX","Midlothian, TX"
719812439.0,"San Jose, CA","Newport Beach, CA"
3435731392.0,"Boston, MA","Jupiter, FL"
2067870051.0,"Boston, MA","Atlanta, GA"
766231327.0,"San Diego, CA","Vancouver, WA"
1356647522.0,"Ithaca, NY","Dallas, TX"
1030671276.0,"Eureka, CA","Berkeley, CA"
3533843774.0,"Douglasville, GA","Murfreesboro, TN"
1330780035.0,"Denver, CO","San Francisco, CA"
2384331223.0,"Manhattan, KS","Bellevue, NE"
435255277.0,"Eagle, ID","Phoenix, AZ"
4033510407.0,"Austin, TX","Louisville, CO"
3156110931.0,"Bellevue, WA","Sunnyvale, CA"
3350850798.0,"Miami, FL","Seattle, WA"
4516249591.0,"Matthews, NC","DeLand, FL"
1173947306.0,"Las Vegas, NV","Milpitas, CA"
1300848730.0,"Atlanta, GA","Greenville, SC"
4014458358.0,"Elmira, NY","Chicago, IL"
701080961.0,"San Diego, CA","New York, NY"
362450761.0,"Benbrook, TX","Galveston, TX"
1322491408.0,"Austin, TX","Stafford, TX"
3375404311.0,"Phoenix, AZ","Tucson, AZ"
1959828382.0,"Urbana, IL","Portland, OR"
1211546667.0,"Ann Arbor, MI","Palo Alto, CA"
4627877766.0,"Seattle, WA","Santa Barbara, CA"
2279222740.0,"Wilsonville, OR","Eugene, OR"
734224186.0,"Nacogdoches, TX","Houston, TX"
651432554.0,"Rochester, NY","New York, NY"
825232447.0,"New York, NY","Durham, NC"
1179087522.0,"Wellington, FL","Orlando, FL"
753731473.0,"Jackson, MS","Rochester, MN"
10855807.0,"Evansville, IN","Sarasota, FL"
2686575069.0,"Sherwood, OR","Sacramento, CA"
2343025576.0,"Columbus, OH","Cleveland, OH"
1093060238.0,"Lee's Summit, MO","Chicago, IL"
4949480189.0,"Reno, NV","Irvine, CA"
3977634529.0,"San Francisco, CA","El Dorado Hills, CA"
1073429242.0,"Murrieta, CA","Pasadena, CA"
2114798149.0,"Springfield, MA","Cambridge, MA"
726646293.0,"Mountain View, CA","Farmington Hills, MI"
1552921798.0,"Bossier City, LA","New Orleans, LA"
1617317669.0,"San Antonio, TX","Santa Fe, NM"
666703368.0,"Olney, MD","Myrtle Beach, SC"
2150974720.0,"Athens, OH","New York, NY"
643866116.0,"Raleigh, NC","Indianapolis, IN"
3181807088.0,"Seattle, WA","Anchorage, AK"
3491947542.0,"Ann Arbor, MI","New York, NY"
2039273185.0,"Los Angeles, CA","Rancho Mirage, CA"
725123227.0,"Providence, RI","San Jose, CA"
1543879114.0,"Burbank, CA","Bakersfield, CA"
3174350042.0,"Portland, OR","Evanston, IL"
3492189826.0,"Philadelphia, PA","South San Francisco, CA"
1024935192.0,"Coeur d'Alene, ID","Fort Lauderdale, FL"
4464791878.0,"College Station, TX","Austin, TX"
693940438.0,"Germantown, MD","Las Vegas, NV"
4920458334.0,"Trenton, NJ","Atlanta, GA"
1743248334.0,"San Antonio, TX","Holt, MI"
4507701022.0,"Redwood City, CA","Vacaville, CA"
1302704674.0,"Vestavia Hills, AL","Atlanta, GA"
1560748384.0,"Baltimore, MD","Haverhill, MA"
4114647884.0,"Charlotte, NC","Alexandria, VA"
2944737161.0,"Spartanburg, SC","Annapolis, MD"
1543927429.0,"Enterprise, AL","San Antonio, TX"
4487347301.0,"Castaic, CA","Bakersfield, CA"
720512836.0,"San Bernardino, CA","San Rafael, CA"
636637500.0,"Urbana, IL","New York, NY"
1440488545.0,"West Palm Beach, FL","Jacksonville, FL"
3556887755.0,"Cottage Grove, MN","Winona, MN"
3274757231.0,"Seattle, WA","Las Vegas, NV"
1011966773.0,"Austin, TX","Houston, TX"
3120388481.0,"Cupertino, CA","Stockton, CA"
3861659085.0,"Long Beach, CA","San Jose, CA"
4012382247.0,"Philadelphia, PA","Honolulu, HI"
3942448598.0,"Kahului, HI","Alameda, CA"
749240957.0,"Florence, KY","Winchester, KY"
1910989333.0,"Fairbanks, AK","Anchorage, AK"
771450017.0,"San Francisco, CA","Apple Valley, MN"
1485130.0,"Wooster, OH","Honolulu, HI"
3626407767.0,"Honolulu, HI","South San Francisco, CA"
4191663592.0,"LaGrange, GA","Stockbridge, GA"
1842749220.0,"Kansas City, MO","O'Fallon, MO"
3443579488.0,"Minneapolis, MN","Santa Clara, CA"
731157007.0,"Simi Valley, CA","Atlanta, GA"
4547519774.0,"Norfolk, VA","Centreville, VA"
4492677186.0,"Schaumburg, IL","Milwaukee, WI"
1859987384.0,"Orlando, FL","Littleton, CO"
735502887.0,"Fairfax, VA","San Jose, CA"
3295888062.0,"Tempe, AZ","Gadsden, AL"
1224457022.0,"Bellevue, NE","Watertown, SD"
721476746.0,"Bloomington, IN","Fishers, IN"
3857867131.0,"Minneapolis, MN","San Ramon, CA"
4518067524.0,"Wilmington, NC","Boone, NC"
1269098923.0,"Kearney, NE","Albuquerque, NM"
753536888.0,"Chico, CA","Walnut Creek, CA"
4192935795.0,"Lawton, OK","Bowling Green, OH"
3936082004.0,"Dallas, TX","Loveland, CO"
4980521148.0,"Patterson, CA","Sacramento, CA"
997821928.0,"Palm Desert, CA","San Diego, CA"
4355098110.0,"Palm Springs, CA","Manhattan Beach, CA"
4005592373.0,"San Jose, CA","Rohnert Park, CA"
4676749307.0,"Lawton, OK","Bowling Green, OH"
1408520821.0,"Rowland Heights, CA","Honolulu, HI"
3812491894.0,"Austin, TX","San Francisco, CA"
4670379113.0,"Sioux City, IA","Stockbridge, GA"
3072488044.0,"Las Vegas, NV","San Diego, CA"
3971489469.0,"Philadelphia, PA","Dayton, OH"
1038041758.0,"Lansing, MI","Detroit, MI"
4488177615.0,"Alexandria, LA","Birmingham, AL"
1018213555.0,"Chicago, IL","Los Angeles, CA"
4151919810.0,"Orlando, FL","Chicago, IL"
1142845198.0,"Tucson, AZ","New York, NY"
3112747225.0,"Tampa, FL","College Park, MD"
1415890679.0,"Irving, TX","Oklahoma City, OK"
3405771979.0,"Houston, TX","Santa Monica, CA"
670129404.0,"Myrtle Beach, SC","Phoenix, AZ"
1991952825.0,"Pleasant Grove, UT","El Cajon, CA"
4634488140.0,"Hattiesburg, MS","Biloxi, MS"
3473218149.0,"Houston, TX","Miami, FL"
1520352432.0,"Jacksonville, NC","San Angelo, TX"
1093536225.0,"Bend, OR","Rocklin, CA"
1692163717.0,"San Diego, CA","Garden Grove, CA"
1908177979.0,"Medford, OR","South Lake Tahoe, CA"
4489421757.0,"Tempe, AZ","Marana, AZ"
1590572756.0,"Southfield, MI","Cincinnati, OH"
4084078934.0,"Blacksburg, VA","San Carlos, CA"
1237197979.0,"Mobile, AL","Vestavia Hills, AL"
19985126.0,"Wasco, CA","Havelock, NC"
735947437.0,"Milpitas, CA","New Haven, CT"
1939877149.0,"New Orleans, LA","Houston, TX"
3518570843.0,"Honolulu, HI","College Park, MD"
689258433.0,"Lawrence, KS","Redondo Beach, CA"
279903584.0,"Irving, TX","Austin, TX"
4062497521.0,"Orinda, CA","Winchester, MA"
2280577809.0,"Fort Myers, FL","Des Moines, IA"
709051260.0,"Murray, UT","Ramona, CA"
3192738492.0,"Carrboro, NC","Naples, FL"
4184129279.0,"Rocklin, CA","Corona, CA"
3964417768.0,"Austin, TX","Dallas, TX"
741012753.0,"Cambridge, MA","Miami Beach, FL"
729239077.0,"San Francisco, CA","West Covina, CA"
3309059509.0,"Walnut Creek, CA","Phoenix, AZ"
4047335364.0,"Arlington, VA","Orlando, FL"
1233943858.0,"Baton Rouge, LA","Toms River, NJ"
677976718.0,"Kansas City, MO","Milpitas, CA"
2660810580.0,"Phoenix, AZ","Chicago, IL"
843569514.0,"Columbus, OH","Canton, OH"
3923368774.0,"Austin, TX","Dearborn Heights, MI"
3886657646.0,"Joliet, IL","San Jose, CA"
1850720300.0,"San Antonio, TX","Dayton, OH"
1465588547.0,"Honolulu, HI","Norfolk, VA"
1900647664.0,"Alafaya, FL","Palm Coast, FL"
5042262674.0,"Chicago, IL","Las Vegas, NV"
2137893584.0,"Mankato, MN","Rochester, MN"
1939467.0,"Fort Myers, FL","Elizabeth, NJ"
1190505303.0,"San Carlos, CA","Chicago, IL"
3967460506.0,"Fort Lauderdale, FL","Romulus, MI"
3043242827.0,"Lawrenceville, GA","Panama City, FL"
4368489528.0,"San Diego, CA","Orlando, FL"
653688633.0,"Harrisonburg, VA","Herndon, VA"
4024578095.0,"Mount Vernon, NY","Urbana, IL"
750242235.0,"San Antonio, TX","Austin, TX"
348030712.0,"San Diego, CA","Chino Hills, CA"
1212639554.0,"Waco, TX","Seguin, TX"
4204517746.0,"Upland, CA","Oklahoma City, OK"
6609115.0,"Columbia, MD","Richmond, VA"
3591478721.0,"Bonita Springs, FL","Fort Wayne, IN"
4176145250.0,"Dallas, TX","Chattanooga, TN"
3529088732.0,"Dayton, OH","Chicago, IL"
1873387332.0,"Tacoma, WA","Indianapolis, IN"
4163478596.0,"Austin, TX","Flower Mound, TX"
5006421573.0,"San Antonio, TX","Oakland, CA"
3752682153.0,"Houston, TX","Santa Barbara, CA"
3532918628.0,"Twentynine Palms, CA","Oceanside, CA"
4992729316.0,"Algonquin, IL","Ankeny, IA"
522764880.0,"Placentia, CA","Atlanta, GA"
4055912797.0,"New York, NY","Rochester, NY"
4697318787.0,"Atlanta, GA","Lawndale, CA"
4589832151.0,"Gainesville, FL","Ontario, CA"
1945428584.0,"Las Cruces, NM","Roseville, CA"
1839761967.0,"Madison, AL","Tuscaloosa, AL"
1880327801.0,"Philadelphia, PA","Dallas, TX"
348239883.0,"Colorado Springs, CO","Denver, CO"
642847875.0,"Lindenhurst, NY","Newport, RI"
2267079705.0,"Apple Valley, CA","Indianapolis, IN"
4954697467.0,"Chicago, IL","Charlotte, NC"
769475043.0,"Colorado Springs, CO","Great Falls, MT"
4902617140.0,"New York, NY","Miami, FL"
1913689179.0,"Lauderhill, FL","Orlando, FL"
1259461386.0,"Fort Pierce, FL","Pensacola, FL"
3563620469.0,"Tulsa, OK","Stillwater, OK"
163270629.0,"New Berlin, WI","Bellevue, WA"
1256793659.0,"Las Vegas, NV","Charlotte, NC"
3546588224.0,"Newport, RI","New York, NY"
5061902230.0,"Kalamazoo, MI","Chicago, IL"
4849578142.0,"Beaumont, TX","Houston, TX"
4123547119.0,"Chandler, AZ","Dallas, TX"
1197952020.0,"Cuyahoga Falls, OH","Austin, TX"
1416581862.0,"San Jose, CA","Davis, CA"
4557419724.0,"Vestavia Hills, AL","Panama City, FL"
3812643684.0,"Rochester, NY","New Haven, CT"
1252818623.0,"Providence, RI","New York, NY"
1872357695.0,"Pittsburgh, PA","Raleigh, NC"
1254287095.0,"Warren, OH","Sierra Vista, AZ"
2621517112.0,"Kokomo, IN","Granger, IN"
4018198686.0,"Burlington, VT","Poughkeepsie, NY"
999120300.0,"San Clemente, CA","Athens, OH"
734452054.0,"Miami Gardens, FL","Memphis, TN"
1274167504.0,"Tucson, AZ","Windsor, CO"
1194311826.0,"Fairfax, VA","Boston, MA"
1418200984.0,"Las Vegas, NV","Riverton, UT"
1008571052.0,"Plainfield, IL","New Haven, CT"
3980708817.0,"Huntsville, TX","Houston, TX"
3093797073.0,"Flagstaff, AZ","New Haven, CT"
4123420686.0,"Yuma, AZ","Compton, CA"
2464107111.0,"Palm Springs, CA","Costa Mesa, CA"
4703907077.0,"Key West, FL","Germantown, TN"
3421727307.0,"Seattle, WA","Phoenix, AZ"
758331400.0,"Los Angeles, CA","Colorado Springs, CO"
1117131948.0,"Austin, TX","Gainesville, FL"
4729878237.0,"Coral Gables, FL","Leesburg, VA"
3898495189.0,"New Orleans, LA","Gulfport, MS"
2154119660.0,"Vancouver, WA","Honolulu, HI"
4715054220.0,"Windsor, CO","Corona, CA"
3981644935.0,"Oklahoma City, OK","Las Vegas, NV"
3847097991.0,"Scottsdale, AZ","Newton, MA"
1836956924.0,"Whittier, CA","Ponca City, OK"
1863920089.0,"Pittsburgh, PA","Durham, NC"
640882077.0,"San Jose, CA","Escondido, CA"
4561601341.0,"Colorado Springs, CO","Oklahoma City, OK"
1395283311.0,"Chattanooga, TN","Compton, CA"
3067760950.0,"Milwaukee, WI","Atlanta, GA"
2291848957.0,"Las Vegas, NV","Corona, CA"
3969099483.0,"Des Moines, IA","Bolingbrook, IL"
733195058.0,"Herndon, VA","Fayetteville, AR"
647333937.0,"Atlanta, GA","Mount Pleasant, SC"
780805014.0,"Phoenix, AZ","Albuquerque, NM"
3353769913.0,"Scottsdale, AZ","Flagstaff, AZ"
678573784.0,"Lake Forest, CA","Boston, MA"
4916268024.0,"Tucson, AZ","Palo Alto, CA"
2142274351.0,"Kihei, HI","San Diego, CA"
2746474483.0,"Brunswick, OH","Kissimmee, FL"
730176147.0,"Los Angeles, CA","Tempe, AZ"
2978539820.0,"Denver, CO","Glendale, AZ"
191452372.0,"Burlington, VT","Saratoga Springs, NY"
3282887017.0,"San Francisco, CA","Miami, FL"
1874655204.0,"Miami, FL","Houston, TX"
3246747173.0,"Key West, FL","Frederick, MD"
5064737977.0,"Baltimore, MD","Cranston, RI"
3558959863.0,"San Jose, CA","San Luis Obispo, CA"
2578317718.0,"Wichita, KS","Elk River, MN"
3088379604.0,"Seattle, WA","Charleston, SC"
3254227227.0,"Boston, MA","Murray, UT"
1304034363.0,"Overland Park, KS","Chicago, IL"
2947587243.0,"Chicago, IL","San Francisco, CA"
3141237700.0,"Phenix City, AL","San Antonio, TX"
4054854305.0,"Pittsburgh, PA","Houston, TX"
3936118190.0,"Cambridge, MA","San Francisco, CA"
1778946533.0,"Vestavia Hills, AL","Philadelphia, PA"
2939479811.0,"College Station, TX","Coronado, CA"
1841091123.0,"Mobile, AL","Troy, AL"
2645598695.0,"Broomfield, CO","Chicago, IL"
340353189.0,"Berkeley, CA","Cambridge, MA"
2176864274.0,"Harlingen, TX","Montgomery, IL"
719172511.0,"Fond du Lac, WI","Fitchburg, WI"
1380920505.0,"Spokane, WA","Davie, FL"
4014879306.0,"Massillon, OH","Charleston, SC"
3977902525.0,"Denver, CO","Orlando, FL"
2391027816.0,"Rocklin, CA","Layton, UT"
4131787329.0,"Pasadena, CA","Palm Desert, CA"
745946188.0,"New Orleans, LA","Colorado Springs, CO"
1882587345.0,"Scranton, PA","Seattle, WA"
3843228917.0,"San Bernardino, CA","Culver City, CA"
1509300642.0,"Chicago, IL","Seattle, WA"
740055440.0,"Sunnyvale, CA","Sacramento, CA"
2131642248.0,"Memphis, TN","Statesville, NC"
3255342065.0,"Austin, TX","Orlando, FL"
5067727018.0,"Atlanta, GA","Takoma Park, MD"
1431914715.0,"Naples, FL","Boston, MA"
4154218089.0,"Lynbrook, NY","Fresno, CA"
656426619.0,"Honolulu, HI","Santa Monica, CA"
1833571416.0,"Pharr, TX","San Antonio, TX"
3957035973.0,"Mount Pleasant, SC","New York, NY"
3985040179.0,"Missouri City, TX","Miami, FL"
1529348082.0,"Alpharetta, GA","Boynton Beach, FL"
1265090313.0,"Austin, TX","Tempe, AZ"
2547241149.0,"Erie, PA","Pleasant Prairie, WI"
1004241610.0,"Columbus, OH","Durham, NC"
4144327617.0,"Kahului, HI","Rancho Palos Verdes, CA"
5142024312.0,"San Antonio, TX","Green Bay, WI"
3979091616.0,"Temple, TX","Melbourne, FL"
4567944026.0,"Palo Alto, CA","New York, NY"
2264861094.0,"Santa Ana, CA","Watsonville, CA"
1975477321.0,"Littleton, CO","Orlando, FL"
4043914185.0,"Cornelius, NC","Greenville, SC"
651629171.0,"Chico, CA","Seaside, CA"
3788401136.0,"Tampa, FL","Fort Lauderdale, FL"
4195030631.0,"Cedar City, UT","Millcreek, UT"
2172408246.0,"Tucson, AZ","Glendale, AZ"
1693755131.0,"Erie, PA","Pleasant Prairie, WI"
3527160065.0,"Birmingham, AL","Atlanta, GA"
4096680319.0,"Dallas, TX","Houston, TX"
4054854300.0,"North Chicago, IL","San Antonio, TX"
3693137491.0,"Monterey Park, CA","Albuquerque, NM"
1432129612.0,"Gilroy, CA","Covington, KY"
140459111.0,"Spring, TX","Buffalo, NY"
1450150226.0,"Las Vegas, NV","Dallas, TX"
841015342.0,"Fort Collins, CO","Jackson, MI"
1986147082.0,"San Ramon, CA","Torrance, CA"
4078624801.0,"Atlanta, GA","Pittsburgh, PA"
3068337237.0,"Pasadena, TX","Lake Charles, LA"
1492867067.0,"Greenville, SC","Charlotte, NC"
1092877203.0,"Estero, FL","East Meadow, NY"
1808017094.0,"Las Vegas, NV","Chicago, IL"
560689295.0,"Gainesville, FL","Riverview, FL"
1108227730.0,"Orlando, FL","Tampa, FL"
727208904.0,"Morgan Hill, CA","Anaheim, CA"
4995147419.0,"Brookline, MA","Thousand Oaks, CA"
3484737262.0,"Phoenix, AZ","Tucson, AZ"
2761312502.0,"Daytona Beach, FL","Elyria, OH"
1693756055.0,"Modesto, CA","Oakland, CA"
4100937178.0,"Greenville, SC","Cape Coral, FL"
721364746.0,"Round Lake, IL","San Diego, CA"
3986000781.0,"Cedar Falls, IA","Granite Bay, CA"
1418877305.0,"Herndon, VA","Las Vegas, NV"
1410377101.0,"Los Angeles, CA","Hemet, CA"
1869567034.0,"Denver, CO","Los Angeles, CA"
1139882409.0,"New Braunfels, TX","Durango, CO"
3123799495.0,"Little Rock, AR","Orlando, FL"
3981234574.0,"Des Moines, IA","Tucson, AZ"
1327864125.0,"Hilo, HI","Oakland, CA"
83253279.0,"Temecula, CA","Anderson, IN"
1049442876.0,"New London, CT","Hicksville, NY"
4012188620.0,"Chula Vista, CA","Temecula, CA"
4129737345.0,"Orange, CA","Watsonville, CA"
1300773320.0,"Bolingbrook, IL","Arlington, VA"
3649330239.0,"Memphis, TN","Jacksonville, IL"
1747378758.0,"Denton, TX","Chicago, IL"
3476113595.0,"Tucson, AZ","San Jose, CA"
6889044.0,"Coachella, CA","Escondido, CA"
5038094527.0,"Tucson, AZ","Millbrae, CA"
3438064291.0,"San Juan, TX","Nacogdoches, TX"
1301041680.0,"Montgomery, AL","Tuscaloosa, AL"
1085367763.0,"Topeka, KS","Junction City, KS"
4693807145.0,"El Paso, TX","Fort Worth, TX"
4044470257.0,"Grand Junction, CO","Denver, CO"
1927217304.0,"San Francisco, CA","San Diego, CA"
1165873731.0,"Alexandria, VA","Chicago, IL"
3188377614.0,"Carbondale, IL","Dayton, OH"
1163408097.0,"San Diego, CA","San Francisco, CA"
3807368932.0,"Midlothian, TX","Amarillo, TX"
3246747900.0,"San Jose, CA","Carlsbad, CA"
1275435155.0,"Lincoln, NE","Chicago, IL"
3958393725.0,"Phoenix, AZ","Durango, CO"
4124238433.0,"Yonkers, NY","San Francisco, CA"
3643118374.0,"Columbus, OH","Kettering, OH"
2067467622.0,"Richardson, TX","Apex, NC"
1847128006.0,"Cupertino, CA","Los Angeles, CA"
3065299782.0,"San Francisco, CA","Sacramento, CA"
4174643595.0,"Tampa, FL","Oviedo, FL"
4520807055.0,"Huntington Beach, CA","Pleasanton, CA"
5041038647.0,"Redondo Beach, CA","Houston, TX"
1809357022.0,"New York, NY","San Francisco, CA"
4707557967.0,"Philadelphia, PA","Twentynine Palms, CA"
2060028332.0,"Melbourne, FL","Phoenix, AZ"
4080868088.0,"Los Angeles, CA","Olympia, WA"
3791619761.0,"San Antonio, TX","Waco, TX"
2727074984.0,"Broomfield, CO","Fort Worth, TX"
726646293.0,"Farmington Hills, MI","Mountain View, CA"
1451238096.0,"Phoenix, AZ","San Diego, CA"
1867673020.0,"Stillwater, OK","Dallas, TX"
4381757942.0,"Jacksonville, FL","Fort Lauderdale, FL"
426230859.0,"Albany, NY","Richland, WA"
719812439.0,"Newport Beach, CA","San Jose, CA"
1038843101.0,"Frisco, TX","Lawrence, KS"
1404688866.0,"Miami, FL","Chandler, AZ"
1785637472.0,"Milwaukee, WI","Chicago, IL"
3071922146.0,"Spring, TX","Everett, WA"
752975239.0,"Naples, FL","Deltona, FL"
4203837477.0,"Evansville, IN","Elk Grove Village, IL"
4081189422.0,"Arlington, VA","New York, NY"
980830602.0,"Escondido, CA","Galveston, TX"
2996098896.0,"Tucson, AZ","Prescott, AZ"
1995707564.0,"Michigan City, IN","Los Gatos, CA"
4215645082.0,"Eugene, OR","Los Angeles, CA"
944342950.0,"Rocklin, CA","San Luis Obispo, CA"
4837025.0,"New York, NY","Denver, CO"
3139214922.0,"Roswell, NM","Murrieta, CA"
2087198786.0,"Los Angeles, CA","Bothell, WA"
1030188109.0,"Kissimmee, FL","New York, NY"
1069400795.0,"Ormond Beach, FL","Jacksonville, FL"
1410891158.0,"Palm Desert, CA","Santa Monica, CA"
1372552381.0,"Bellingham, WA","Kirkland, WA"
4834167527.0,"San Antonio, TX","Houston, TX"
3905068726.0,"Los Angeles, CA","New York, NY"
3276388208.0,"Denver, CO","Honolulu, HI"
690152739.0,"Plano, TX","Houston, TX"
1161703984.0,"Oklahoma City, OK","Orlando, FL"
1896799969.0,"New York, NY","Orlando, FL"
720730194.0,"San Diego, CA","Hemet, CA"
4023849242.0,"San Antonio, TX","Laredo, TX"
3302338512.0,"Houston, TX","Victoria, TX"
3896569927.0,"Vacaville, CA","Elizabeth, NJ"
3203677819.0,"Marietta, GA","Orlando, FL"
4401247796.0,"Atlanta, GA","Coral Springs, FL"
3825634560.0,"Las Vegas, NV","South Euclid, OH"
1837657193.0,"Blacksburg, VA","Fairfax, VA"
2657293179.0,"Houston, TX","Shawnee, OK"
3736574096.0,"Los Angeles, CA","San Francisco, CA"
3454208836.0,"North Charleston, SC","Cypress, CA"
723649976.0,"Norfolk, VA","DeLand, FL"
2438760972.0,"Denver, CO","Des Moines, IA"
1250724423.0,"Bellingham, WA","Vancouver, WA"
5059239072.0,"Madison, AL","Baton Rouge, LA"
1407178211.0,"Austin, TX","New Orleans, LA"
1362939966.0,"Santa Monica, CA","Conway, AR"
3708240588.0,"Corvallis, OR","Bend, OR"
4258079707.0,"Golden, CO","Houston, TX"
2172488096.0,"Hilton Head Island, SC","Tucker, GA"
4368308383.0,"Austin, TX","Arlington, VA"
1819800642.0,"Kalamazoo, MI","Salem, OR"
5161068746.0,"Las Vegas, NV","Los Angeles, CA"
1921732749.0,"Camden, NJ","Baltimore, MD"
1142845198.0,"New York, NY","Eugene, OR"
1566701083.0,"Peekskill, NY","Point Pleasant, NJ"
719764528.0,"Bremerton, WA","San Diego, CA"
3241677650.0,"Wilmington, NC","Fayetteville, NC"
2506807056.0,"Fremont, CA","Honolulu, HI"
1024764245.0,"Garden Grove, CA","San Carlos, CA"
4386959517.0,"Burbank, CA","Vallejo, CA"
3327963470.0,"Lima, OH","Columbus, OH"
3167410463.0,"Bellingham, WA","Vancouver, WA"
1682047978.0,"Houston, TX","Austin, TX"
3943990779.0,"Liberal, KS","Amarillo, TX"
4334737164.0,"Camarillo, CA","Carson City, NV"
4915061457.0,"Irvine, CA","Sacramento, CA"
3888037114.0,"San Francisco, CA","Seattle, WA"
